Person_ID,Time_In_Date,Time_In,Time_Out_Date,Time_Out,Break_Hours,Hours_In_Work,Hours_Worked,Hours_Scheduled,Status
P0000102,01/07/2024,7:55:02 am,01/07/2024,4:03:39 pm,0.5,8.14,7.64,7.5,Approved
P0000102,02/07/2024,8:07:20 am,02/07/2024,4:08:46 pm,0.5,8.02,7.52,7.5,Approved
P0000102,03/07/2024,7:58:46 am,03/07/2024,4:08:51 pm,0.5,8.17,7.67,7.5,Approved
P0000102,04/07/2024,7:51:36 am,04/07/2024,4:07:54 pm,0.5,8.27,7.77,7.5,Approved
P0000102,05/07/2024,8:03:23 am,05/07/2024,4:00:29 pm,0.5,7.95,7.45,7.5,Approved
P0000102,08/07/2024,8:03:58 am,08/07/2024,4:01:59 pm,0.5,7.97,7.47,7.5,Approved
P0000102,09/07/2024,7:49:36 am,09/07/2024,4:00:56 pm,0.5,8.19,7.69,7.5,Approved
P0000102,10/07/2024,7:51:02 am,10/07/2024,4:02:34 pm,0.5,8.19,7.69,7.5,Approved
P0000102,11/07/2024,8:05:50 am,11/07/2024,4:08:07 pm,0.5,8.04,7.54,7.5,Approved
P0000102,12/07/2024,8:10:20 am,12/07/2024,4:06:49 pm,0.5,7.94,7.44,7.5,Approved
P0000102,15/07/2024,8:01:36 am,15/07/2024,4:06:01 pm,0.5,8.07,7.57,7.5,Approved
P0000102,16/07/2024,7:59:42 am,16/07/2024,4:06:34 pm,0.5,8.11,7.61,7.5,Approved
P0000102,17/07/2024,7:51:07 am,17/07/2024,4:05:28 pm,0.5,8.24,7.74,7.5,Approved
P0000102,18/07/2024,8:01:14 am,18/07/2024,4:01:03 pm,0.5,8,7.5,7.5,Approved
P0000102,19/07/2024,7:56:31 am,19/07/2024,4:05:21 pm,0.5,8.15,7.65,7.5,Approved
P0000102,22/07/2024,7:57:00 am,22/07/2024,4:05:42 pm,0.5,8.15,7.65,7.5,Approved
P0000102,23/07/2024,7:59:51 am,23/07/2024,4:08:46 pm,0.5,8.15,7.65,7.5,Approved
P0000102,24/07/2024,7:50:05 am,24/07/2024,4:05:11 pm,0.5,8.25,7.75,7.5,Approved
P0000102,25/07/2024,8:03:37 am,25/07/2024,4:08:20 pm,0.5,8.08,7.58,7.5,Approved
P0000102,26/07/2024,8:03:03 am,26/07/2024,4:01:53 pm,0.5,7.98,7.48,7.5,Approved
P0000102,29/07/2024,8:08:55 am,29/07/2024,4:00:23 pm,0.5,7.86,7.36,7.5,Approved
P0000102,30/07/2024,8:07:50 am,30/07/2024,4:01:41 pm,0.5,7.9,7.4,7.5,Approved
P0000102,31/07/2024,8:06:10 am,31/07/2024,4:09:24 pm,0.5,8.05,7.55,7.5,Approved
P0000102,01/08/2024,8:01:30 am,01/08/2024,4:07:05 pm,0.5,8.09,7.59,7.5,Approved
P0000102,02/08/2024,7:58:01 am,02/08/2024,4:04:37 pm,0.5,8.11,7.61,7.5,Approved
P0000102,05/08/2024,7:53:43 am,05/08/2024,4:01:01 pm,0.5,8.12,7.62,7.5,Approved
P0000102,06/08/2024,7:56:44 am,06/08/2024,4:08:28 pm,0.5,8.2,7.7,7.5,Approved
P0000102,07/08/2024,7:49:18 am,07/08/2024,4:07:38 pm,0.5,8.31,7.81,7.5,Approved
P0000102,08/08/2024,7:49:30 am,08/08/2024,4:01:00 pm,0.5,8.19,7.69,7.5,Approved
P0000102,09/08/2024,7:52:34 am,09/08/2024,4:02:48 pm,0.5,8.17,7.67,7.5,Approved
P0000102,12/08/2024,8:06:21 am,12/08/2024,4:06:48 pm,0.5,8.01,7.51,7.5,Approved
P0000102,13/08/2024,8:08:59 am,13/08/2024,4:10:43 pm,0.5,8.03,7.53,7.5,Approved
P0000102,14/08/2024,7:52:14 am,14/08/2024,4:09:37 pm,0.5,8.29,7.79,7.5,Approved
P0000102,15/08/2024,8:02:55 am,15/08/2024,4:03:48 pm,0.5,8.01,7.51,7.5,Approved
P0000102,16/08/2024,8:01:26 am,16/08/2024,4:10:41 pm,0.5,8.15,7.65,7.5,Approved
P0000102,19/08/2024,8:10:36 am,19/08/2024,4:10:26 pm,0.5,8,7.5,7.5,Approved
P0000102,20/08/2024,7:54:42 am,20/08/2024,4:10:15 pm,0.5,8.26,7.76,7.5,Approved
P0000102,21/08/2024,7:50:23 am,21/08/2024,4:09:14 pm,0.5,8.31,7.81,7.5,Approved
P0000102,22/08/2024,7:50:46 am,22/08/2024,4:09:34 pm,0.5,8.31,7.81,7.5,Approved
P0000102,23/08/2024,8:03:45 am,23/08/2024,4:09:43 pm,0.5,8.1,7.6,7.5,Approved
P0000102,26/08/2024,7:49:01 am,26/08/2024,4:04:54 pm,0.5,8.26,7.76,7.5,Approved
P0000102,27/08/2024,8:05:12 am,27/08/2024,4:10:12 pm,0.5,8.08,7.58,7.5,Approved
P0000102,28/08/2024,8:10:15 am,28/08/2024,4:00:45 pm,0.5,7.84,7.34,7.5,Approved
P0000102,29/08/2024,8:06:16 am,29/08/2024,4:09:41 pm,0.5,8.06,7.56,7.5,Approved
P0000102,30/08/2024,7:52:44 am,30/08/2024,4:03:49 pm,0.5,8.18,7.68,7.5,Approved
P0000102,02/09/2024,8:06:37 am,02/09/2024,4:09:24 pm,0.5,8.05,7.55,7.5,Approved
P0000102,03/09/2024,7:54:07 am,03/09/2024,4:03:05 pm,0.5,8.15,7.65,7.5,Approved
P0000102,04/09/2024,7:55:18 am,04/09/2024,4:10:21 pm,0.5,8.25,7.75,7.5,Approved
P0000102,05/09/2024,7:54:00 am,05/09/2024,4:09:31 pm,0.5,8.26,7.76,7.5,Approved
P0000102,06/09/2024,7:54:40 am,06/09/2024,4:06:58 pm,0.5,8.2,7.7,7.5,Approved
P0000102,09/09/2024,8:07:32 am,09/09/2024,4:05:11 pm,0.5,7.96,7.46,7.5,Approved
P0000102,10/09/2024,8:03:00 am,10/09/2024,4:05:36 pm,0.5,8.04,7.54,7.5,Approved
P0000102,11/09/2024,8:08:52 am,11/09/2024,4:05:23 pm,0.5,7.94,7.44,7.5,Approved
P0000102,12/09/2024,8:03:28 am,12/09/2024,4:10:38 pm,0.5,8.12,7.62,7.5,Approved
P0000102,13/09/2024,8:04:44 am,13/09/2024,4:08:53 pm,0.5,8.07,7.57,7.5,Approved
P0000102,16/09/2024,7:59:48 am,16/09/2024,4:04:05 pm,0.5,8.07,7.57,7.5,Approved
P0000102,17/09/2024,7:55:35 am,17/09/2024,4:05:29 pm,0.5,8.16,7.66,7.5,Approved
P0000102,18/09/2024,8:05:57 am,18/09/2024,4:07:24 pm,0.5,8.02,7.52,7.5,Approved
P0000102,19/09/2024,7:57:09 am,19/09/2024,4:06:45 pm,0.5,8.16,7.66,7.5,Approved
P0000102,20/09/2024,8:10:04 am,20/09/2024,4:06:58 pm,0.5,7.95,7.45,7.5,Approved
P0000102,23/09/2024,8:08:49 am,23/09/2024,4:03:03 pm,0.5,7.9,7.4,7.5,Approved
P0000102,24/09/2024,7:50:30 am,24/09/2024,4:01:53 pm,0.5,8.19,7.69,7.5,Approved
P0000102,25/09/2024,7:53:36 am,25/09/2024,4:09:54 pm,0.5,8.27,7.77,7.5,Approved
P0000102,26/09/2024,8:03:31 am,26/09/2024,4:04:40 pm,0.5,8.02,7.52,7.5,Approved
P0000102,27/09/2024,8:01:24 am,27/09/2024,4:02:42 pm,0.5,8.02,7.52,7.5,Approved
P0000102,30/09/2024,7:49:55 am,30/09/2024,4:04:04 pm,0.5,8.24,7.74,7.5,Approved
P0000102,01/10/2024,7:59:32 am,01/10/2024,4:04:52 pm,0.5,8.09,7.59,7.5,Approved
P0000102,02/10/2024,7:56:07 am,02/10/2024,4:10:56 pm,0.5,8.25,7.75,7.5,Approved
P0000102,03/10/2024,8:10:17 am,03/10/2024,4:04:11 pm,0.5,7.9,7.4,7.5,Approved
P0000102,04/10/2024,8:02:35 am,04/10/2024,4:06:40 pm,0.5,8.07,7.57,7.5,Approved
P0000102,07/10/2024,7:59:32 am,07/10/2024,4:10:33 pm,0.5,8.18,7.68,7.5,Approved
P0000102,08/10/2024,8:09:19 am,08/10/2024,4:01:05 pm,0.5,7.86,7.36,7.5,Approved
P0000102,09/10/2024,7:58:51 am,09/10/2024,4:08:01 pm,0.5,8.15,7.65,7.5,Approved
P0000102,10/10/2024,7:56:42 am,10/10/2024,4:01:09 pm,0.5,8.07,7.57,7.5,Approved
P0000102,11/10/2024,7:59:07 am,11/10/2024,4:03:23 pm,0.5,8.07,7.57,7.5,Approved
P0000102,14/10/2024,7:56:12 am,14/10/2024,4:04:58 pm,0.5,8.15,7.65,7.5,Approved
P0000102,15/10/2024,8:03:52 am,15/10/2024,4:02:59 pm,0.5,7.99,7.49,7.5,Approved
P0000102,16/10/2024,7:53:54 am,16/10/2024,4:06:27 pm,0.5,8.21,7.71,7.5,Approved
P0000102,17/10/2024,8:00:09 am,17/10/2024,4:00:57 pm,0.5,8.01,7.51,7.5,Approved
P0000102,18/10/2024,7:56:12 am,18/10/2024,4:03:38 pm,0.5,8.12,7.62,7.5,Approved
P0000102,21/10/2024,7:53:02 am,21/10/2024,4:03:02 pm,0.5,8.17,7.67,7.5,Approved
P0000102,22/10/2024,7:51:49 am,22/10/2024,4:01:36 pm,0.5,8.16,7.66,7.5,Approved
P0000102,23/10/2024,8:10:40 am,23/10/2024,4:05:23 pm,0.5,7.91,7.41,7.5,Approved
P0000102,24/10/2024,7:57:35 am,24/10/2024,4:06:33 pm,0.5,8.15,7.65,7.5,Approved
P0000102,25/10/2024,7:51:36 am,25/10/2024,4:01:26 pm,0.5,8.16,7.66,7.5,Approved
P0000102,28/10/2024,8:00:57 am,28/10/2024,4:08:36 pm,0.5,8.13,7.63,7.5,Approved
P0000102,29/10/2024,7:57:18 am,29/10/2024,4:01:38 pm,0.5,8.07,7.57,7.5,Approved
P0000102,30/10/2024,8:06:37 am,30/10/2024,4:07:02 pm,0.5,8.01,7.51,7.5,Approved
P0000102,31/10/2024,7:57:16 am,31/10/2024,4:06:26 pm,0.5,8.15,7.65,7.5,Approved
P0000102,01/11/2024,8:02:44 am,01/11/2024,4:04:35 pm,0.5,8.03,7.53,7.5,Approved
P0000102,04/11/2024,8:04:09 am,04/11/2024,4:03:57 pm,0.5,8,7.5,7.5,Approved
P0000102,05/11/2024,7:51:02 am,05/11/2024,4:07:09 pm,0.5,8.27,7.77,7.5,Approved
P0000102,06/11/2024,8:05:09 am,06/11/2024,4:02:51 pm,0.5,7.96,7.46,7.5,Approved
P0000102,07/11/2024,7:50:33 am,07/11/2024,4:09:14 pm,0.5,8.31,7.81,7.5,Approved
P0000102,08/11/2024,7:59:52 am,08/11/2024,4:05:47 pm,0.5,8.1,7.6,7.5,Approved
P0000102,11/11/2024,7:57:49 am,11/11/2024,4:07:15 pm,0.5,8.16,7.66,7.5,Approved
P0000102,12/11/2024,7:58:07 am,12/11/2024,4:05:46 pm,0.5,8.13,7.63,7.5,Approved
P0000102,13/11/2024,7:49:16 am,13/11/2024,4:07:49 pm,0.5,8.31,7.81,7.5,Approved
P0000102,14/11/2024,7:56:29 am,14/11/2024,4:03:48 pm,0.5,8.12,7.62,7.5,Approved
P0000102,15/11/2024,7:59:06 am,15/11/2024,4:03:04 pm,0.5,8.07,7.57,7.5,Approved
P0000103,05/01/2023,2:22:33 pm,05/01/2023,10:35:45 pm,0.5,8.22,7.72,7.5,Approved
P0000103,06/01/2023,2:38:51 pm,06/01/2023,10:40:15 pm,0.5,8.02,7.52,7.5,Approved
P0000103,09/01/2023,2:28:01 pm,09/01/2023,10:31:44 pm,0.5,8.06,7.56,7.5,Approved
P0000103,10/01/2023,2:27:31 pm,10/01/2023,10:35:14 pm,0.5,8.13,7.63,7.5,Approved
P0000103,11/01/2023,2:22:53 pm,11/01/2023,10:32:34 pm,0.5,8.16,7.66,7.5,Approved
P0000103,12/01/2023,2:38:33 pm,12/01/2023,10:33:36 pm,0.5,7.92,7.42,7.5,Approved
P0000103,13/01/2023,2:35:49 pm,13/01/2023,10:34:15 pm,0.5,7.97,7.47,7.5,Approved
P0000103,16/01/2023,2:28:30 pm,16/01/2023,10:40:00 pm,0.5,8.19,7.69,7.5,Approved
P0000103,17/01/2023,2:28:12 pm,17/01/2023,10:37:54 pm,0.5,8.16,7.66,7.5,Approved
P0000103,18/01/2023,2:39:47 pm,18/01/2023,10:35:04 pm,0.5,7.92,7.42,7.5,Approved
P0000103,19/01/2023,2:38:38 pm,19/01/2023,10:33:06 pm,0.5,7.91,7.41,7.5,Approved
P0000103,20/01/2023,2:32:51 pm,20/01/2023,10:39:46 pm,0.5,8.12,7.62,7.5,Approved
P0000103,23/01/2023,2:27:28 pm,23/01/2023,10:35:34 pm,0.5,8.13,7.63,7.5,Approved
P0000103,24/01/2023,2:19:49 pm,24/01/2023,10:31:38 pm,0.5,8.2,7.7,7.5,Approved
P0000103,25/01/2023,2:22:30 pm,25/01/2023,10:40:32 pm,0.5,8.3,7.8,7.5,Approved
P0000103,26/01/2023,2:23:58 pm,26/01/2023,10:33:12 pm,0.5,8.15,7.65,7.5,Approved
P0000103,27/01/2023,2:40:37 pm,27/01/2023,10:39:27 pm,0.5,7.98,7.48,7.5,Approved
P0000103,30/01/2023,2:19:47 pm,30/01/2023,10:37:38 pm,0.5,8.3,7.8,7.5,Approved
P0000103,31/01/2023,2:20:08 pm,31/01/2023,10:37:29 pm,0.5,8.29,7.79,7.5,Approved
P0000103,01/02/2023,2:19:29 pm,01/02/2023,10:33:38 pm,0.5,8.24,7.74,7.5,Approved
P0000103,02/02/2023,2:19:34 pm,02/02/2023,10:34:40 pm,0.5,8.25,7.75,7.5,Approved
P0000103,03/02/2023,2:40:56 pm,03/02/2023,10:37:58 pm,0.5,7.95,7.45,7.5,Approved
P0000103,06/02/2023,2:26:55 pm,06/02/2023,10:30:39 pm,0.5,8.06,7.56,7.5,Approved
P0000103,07/02/2023,2:23:50 pm,07/02/2023,10:40:52 pm,0.5,8.28,7.78,7.5,Approved
P0000103,08/02/2023,2:35:18 pm,08/02/2023,10:40:44 pm,0.5,8.09,7.59,7.5,Approved
P0000103,09/02/2023,2:35:18 pm,09/02/2023,10:40:38 pm,0.5,8.09,7.59,7.5,Approved
P0000103,10/02/2023,2:28:28 pm,10/02/2023,10:39:46 pm,0.5,8.19,7.69,7.5,Approved
P0000103,13/02/2023,2:22:18 pm,13/02/2023,10:30:31 pm,0.5,8.14,7.64,7.5,Approved
P0000103,14/02/2023,2:24:37 pm,14/02/2023,10:34:39 pm,0.5,8.17,7.67,7.5,Approved
P0000103,15/02/2023,2:29:10 pm,15/02/2023,10:37:22 pm,0.5,8.14,7.64,7.5,Approved
P0000103,16/02/2023,2:33:34 pm,16/02/2023,10:30:48 pm,0.5,7.95,7.45,7.5,Approved
P0000103,17/02/2023,2:35:29 pm,17/02/2023,10:37:26 pm,0.5,8.03,7.53,7.5,Approved
P0000103,20/02/2023,2:37:08 pm,20/02/2023,10:34:43 pm,0.5,7.96,7.46,7.5,Approved
P0000103,21/02/2023,2:40:03 pm,21/02/2023,10:37:25 pm,0.5,7.96,7.46,7.5,Approved
P0000103,22/02/2023,2:22:32 pm,22/02/2023,10:33:59 pm,0.5,8.19,7.69,7.5,Approved
P0000103,23/02/2023,2:29:07 pm,23/02/2023,10:35:11 pm,0.5,8.1,7.6,7.5,Approved
P0000103,24/02/2023,2:22:30 pm,24/02/2023,10:30:23 pm,0.5,8.13,7.63,7.5,Approved
P0000103,27/02/2023,2:29:25 pm,27/02/2023,10:39:32 pm,0.5,8.17,7.67,7.5,Approved
P0000103,28/02/2023,2:30:43 pm,28/02/2023,10:40:58 pm,0.5,8.17,7.67,7.5,Approved
P0000103,01/03/2023,2:28:47 pm,01/03/2023,10:31:52 pm,0.5,8.05,7.55,7.5,Approved
P0000103,02/03/2023,2:30:50 pm,02/03/2023,10:34:58 pm,0.5,8.07,7.57,7.5,Approved
P0000103,03/03/2023,2:37:17 pm,03/03/2023,10:37:27 pm,0.5,8,7.5,7.5,Approved
P0000103,06/03/2023,2:26:29 pm,06/03/2023,10:36:42 pm,0.5,8.17,7.67,7.5,Approved
P0000103,07/03/2023,2:35:33 pm,07/03/2023,10:32:26 pm,0.5,7.95,7.45,7.5,Approved
P0000103,08/03/2023,2:34:04 pm,08/03/2023,10:38:31 pm,0.5,8.07,7.57,7.5,Approved
P0000103,09/03/2023,2:27:58 pm,09/03/2023,10:36:32 pm,0.5,8.14,7.64,7.5,Approved
P0000103,10/03/2023,2:31:47 pm,10/03/2023,10:33:13 pm,0.5,8.02,7.52,7.5,Approved
P0000103,13/03/2023,2:31:18 pm,13/03/2023,10:38:10 pm,0.5,8.11,7.61,7.5,Approved
P0000103,14/03/2023,2:33:22 pm,14/03/2023,10:33:33 pm,0.5,8,7.5,7.5,Approved
P0000103,15/03/2023,2:28:34 pm,15/03/2023,10:35:25 pm,0.5,8.11,7.61,7.5,Approved
P0000103,16/03/2023,2:29:22 pm,16/03/2023,10:32:17 pm,0.5,8.05,7.55,7.5,Approved
P0000103,17/03/2023,2:38:28 pm,17/03/2023,10:30:15 pm,0.5,7.86,7.36,7.5,Approved
P0000103,20/03/2023,2:29:15 pm,20/03/2023,10:37:21 pm,0.5,8.13,7.63,7.5,Approved
P0000103,21/03/2023,2:19:08 pm,21/03/2023,10:40:56 pm,0.5,8.36,7.86,7.5,Approved
P0000103,22/03/2023,2:19:01 pm,22/03/2023,10:30:07 pm,0.5,8.18,7.68,7.5,Approved
P0000103,23/03/2023,2:21:05 pm,23/03/2023,10:34:13 pm,0.5,8.22,7.72,7.5,Approved
P0000103,24/03/2023,2:31:05 pm,24/03/2023,10:37:55 pm,0.5,8.11,7.61,7.5,Approved
P0000103,27/03/2023,2:28:49 pm,27/03/2023,10:39:35 pm,0.5,8.18,7.68,7.5,Approved
P0000103,28/03/2023,2:19:26 pm,28/03/2023,10:34:16 pm,0.5,8.25,7.75,7.5,Approved
P0000103,29/03/2023,2:28:48 pm,29/03/2023,10:35:21 pm,0.5,8.11,7.61,7.5,Approved
P0000103,30/03/2023,2:24:04 pm,30/03/2023,10:38:26 pm,0.5,8.24,7.74,7.5,Approved
P0000103,31/03/2023,2:19:45 pm,31/03/2023,10:33:44 pm,0.5,8.23,7.73,7.5,Approved
P0000103,03/04/2023,2:37:43 pm,03/04/2023,10:36:49 pm,0.5,7.99,7.49,7.5,Approved
P0000103,04/04/2023,2:26:58 pm,04/04/2023,10:39:35 pm,0.5,8.21,7.71,7.5,Approved
P0000103,05/04/2023,2:32:59 pm,05/04/2023,10:36:06 pm,0.5,8.05,7.55,7.5,Approved
P0000103,06/04/2023,2:38:38 pm,06/04/2023,10:39:02 pm,0.5,8.01,7.51,7.5,Approved
P0000103,07/04/2023,2:28:34 pm,07/04/2023,10:34:58 pm,0.5,8.11,7.61,7.5,Approved
P0000103,10/04/2023,2:35:32 pm,10/04/2023,10:37:11 pm,0.5,8.03,7.53,7.5,Approved
P0000103,11/04/2023,2:32:56 pm,11/04/2023,10:34:32 pm,0.5,8.03,7.53,7.5,Approved
P0000103,12/04/2023,2:39:51 pm,12/04/2023,10:40:41 pm,0.5,8.01,7.51,7.5,Approved
P0000103,13/04/2023,2:39:53 pm,13/04/2023,10:31:03 pm,0.5,7.85,7.35,7.5,Approved
P0000103,14/04/2023,2:20:49 pm,14/04/2023,10:39:35 pm,0.5,8.31,7.81,7.5,Approved
P0000103,17/04/2023,2:28:56 pm,17/04/2023,10:30:10 pm,0.5,8.02,7.52,7.5,Approved
P0000103,18/04/2023,2:19:22 pm,18/04/2023,10:33:15 pm,0.5,8.23,7.73,7.5,Approved
P0000103,19/04/2023,2:28:52 pm,19/04/2023,10:36:27 pm,0.5,8.13,7.63,7.5,Approved
P0000103,20/04/2023,2:39:38 pm,20/04/2023,10:34:40 pm,0.5,7.92,7.42,7.5,Approved
P0000103,21/04/2023,2:34:29 pm,21/04/2023,10:40:18 pm,0.5,8.1,7.6,7.5,Approved
P0000103,24/04/2023,2:36:18 pm,24/04/2023,10:30:57 pm,0.5,7.91,7.41,7.5,Approved
P0000103,25/04/2023,2:36:21 pm,25/04/2023,10:30:41 pm,0.5,7.91,7.41,7.5,Approved
P0000103,26/04/2023,2:37:48 pm,26/04/2023,10:35:31 pm,0.5,7.96,7.46,7.5,Approved
P0000103,27/04/2023,2:37:25 pm,27/04/2023,10:33:00 pm,0.5,7.93,7.43,7.5,Approved
P0000103,28/04/2023,2:32:21 pm,28/04/2023,10:30:47 pm,0.5,7.97,7.47,7.5,Approved
P0000103,01/05/2023,2:35:41 pm,01/05/2023,10:31:25 pm,0.5,7.93,7.43,7.5,Approved
P0000103,02/05/2023,2:32:38 pm,02/05/2023,10:35:08 pm,0.5,8.04,7.54,7.5,Approved
P0000103,03/05/2023,2:29:02 pm,03/05/2023,10:40:10 pm,0.5,8.19,7.69,7.5,Approved
P0000103,04/05/2023,2:28:31 pm,04/05/2023,10:37:19 pm,0.5,8.15,7.65,7.5,Approved
P0000103,05/05/2023,2:21:17 pm,05/05/2023,10:39:39 pm,0.5,8.31,7.81,7.5,Approved
P0000103,08/05/2023,2:35:25 pm,08/05/2023,10:39:04 pm,0.5,8.06,7.56,7.5,Approved
P0000103,09/05/2023,2:24:47 pm,09/05/2023,10:37:09 pm,0.5,8.21,7.71,7.5,Approved
P0000103,10/05/2023,2:35:49 pm,10/05/2023,10:31:00 pm,0.5,7.92,7.42,7.5,Approved
P0000103,11/05/2023,2:33:55 pm,11/05/2023,10:36:37 pm,0.5,8.04,7.54,7.5,Approved
P0000103,12/05/2023,2:37:21 pm,12/05/2023,10:37:49 pm,0.5,8.01,7.51,7.5,Approved
P0000103,15/05/2023,2:29:53 pm,15/05/2023,10:40:55 pm,0.5,8.18,7.68,7.5,Approved
P0000103,16/05/2023,2:36:35 pm,16/05/2023,10:37:39 pm,0.5,8.02,7.52,7.5,Approved
P0000103,17/05/2023,2:33:22 pm,17/05/2023,10:35:59 pm,0.5,8.04,7.54,7.5,Approved
P0000103,18/05/2023,2:36:29 pm,18/05/2023,10:33:05 pm,0.5,7.94,7.44,7.5,Approved
P0000103,19/05/2023,2:35:39 pm,19/05/2023,10:39:16 pm,0.5,8.06,7.56,7.5,Approved
P0000103,22/05/2023,2:37:11 pm,22/05/2023,10:40:18 pm,0.5,8.05,7.55,7.5,Approved
P0000103,23/05/2023,2:25:31 pm,23/05/2023,10:32:23 pm,0.5,8.11,7.61,7.5,Approved
P0000103,24/05/2023,2:39:39 pm,24/05/2023,10:40:09 pm,0.5,8.01,7.51,7.5,Approved
P0000103,25/05/2023,2:30:06 pm,25/05/2023,10:30:46 pm,0.5,8.01,7.51,7.5,Approved
P0000103,26/05/2023,2:21:53 pm,26/05/2023,10:32:47 pm,0.5,8.18,7.68,7.5,Approved
P0000103,29/05/2023,2:26:17 pm,29/05/2023,10:38:00 pm,0.5,8.2,7.7,7.5,Approved
P0000103,30/05/2023,2:21:56 pm,30/05/2023,10:37:08 pm,0.5,8.25,7.75,7.5,Approved
P0000103,31/05/2023,2:38:33 pm,31/05/2023,10:30:41 pm,0.5,7.87,7.37,7.5,Approved
P0000103,01/06/2023,2:31:09 pm,01/06/2023,10:33:43 pm,0.5,8.04,7.54,7.5,Approved
P0000103,02/06/2023,2:22:51 pm,02/06/2023,10:33:58 pm,0.5,8.19,7.69,7.5,Approved
P0000103,05/06/2023,2:33:01 pm,05/06/2023,10:39:45 pm,0.5,8.11,7.61,7.5,Approved
P0000103,06/06/2023,2:36:30 pm,06/06/2023,10:33:32 pm,0.5,7.95,7.45,7.5,Approved
P0000103,07/06/2023,2:33:53 pm,07/06/2023,10:34:45 pm,0.5,8.01,7.51,7.5,Approved
P0000103,08/06/2023,2:29:46 pm,08/06/2023,10:33:13 pm,0.5,8.06,7.56,7.5,Approved
P0000103,09/06/2023,2:28:50 pm,09/06/2023,10:32:42 pm,0.5,8.06,7.56,7.5,Approved
P0000103,12/06/2023,2:31:41 pm,12/06/2023,10:30:41 pm,0.5,7.98,7.48,7.5,Approved
P0000103,13/06/2023,2:36:17 pm,13/06/2023,10:37:24 pm,0.5,8.02,7.52,7.5,Approved
P0000103,14/06/2023,2:26:47 pm,14/06/2023,10:30:08 pm,0.5,8.06,7.56,7.5,Approved
P0000103,15/06/2023,2:26:07 pm,15/06/2023,10:40:01 pm,0.5,8.23,7.73,7.5,Approved
P0000103,16/06/2023,2:38:47 pm,16/06/2023,10:38:03 pm,0.5,7.99,7.49,7.5,Approved
P0000103,19/06/2023,2:28:33 pm,19/06/2023,10:39:03 pm,0.5,8.18,7.68,7.5,Approved
P0000103,20/06/2023,2:29:54 pm,20/06/2023,10:36:38 pm,0.5,8.11,7.61,7.5,Approved
P0000103,21/06/2023,2:37:08 pm,21/06/2023,10:31:07 pm,0.5,7.9,7.4,7.5,Approved
P0000103,22/06/2023,2:19:37 pm,22/06/2023,10:34:44 pm,0.5,8.25,7.75,7.5,Approved
P0000103,23/06/2023,2:40:20 pm,23/06/2023,10:36:58 pm,0.5,7.94,7.44,7.5,Approved
P0000103,26/06/2023,2:23:01 pm,26/06/2023,10:36:12 pm,0.5,8.22,7.72,7.5,Approved
P0000103,27/06/2023,2:30:54 pm,27/06/2023,10:34:55 pm,0.5,8.07,7.57,7.5,Approved
P0000103,28/06/2023,2:23:57 pm,28/06/2023,10:38:21 pm,0.5,8.24,7.74,7.5,Approved
P0000103,29/06/2023,2:27:27 pm,29/06/2023,10:38:16 pm,0.5,8.18,7.68,7.5,Approved
P0000103,30/06/2023,2:32:58 pm,30/06/2023,10:39:48 pm,0.5,8.11,7.61,7.5,Approved
P0000103,03/07/2023,2:29:34 pm,03/07/2023,10:34:09 pm,0.5,8.08,7.58,7.5,Approved
P0000103,04/07/2023,2:27:51 pm,04/07/2023,10:37:29 pm,0.5,8.16,7.66,7.5,Approved
P0000103,05/07/2023,2:40:42 pm,05/07/2023,10:38:48 pm,0.5,7.97,7.47,7.5,Approved
P0000103,06/07/2023,2:27:27 pm,06/07/2023,10:30:49 pm,0.5,8.06,7.56,7.5,Approved
P0000103,07/07/2023,2:39:29 pm,07/07/2023,10:39:22 pm,0.5,8,7.5,7.5,Approved
P0000103,10/07/2023,2:27:01 pm,10/07/2023,10:33:29 pm,0.5,8.11,7.61,7.5,Approved
P0000103,11/07/2023,2:32:30 pm,11/07/2023,10:36:27 pm,0.5,8.07,7.57,7.5,Approved
P0000103,12/07/2023,2:40:25 pm,12/07/2023,10:30:12 pm,0.5,7.83,7.33,7.5,Approved
P0000103,13/07/2023,2:21:37 pm,13/07/2023,10:35:05 pm,0.5,8.22,7.72,7.5,Approved
P0000103,14/07/2023,2:29:16 pm,14/07/2023,10:37:32 pm,0.5,8.14,7.64,7.5,Approved
P0000103,17/07/2023,2:20:10 pm,17/07/2023,10:34:20 pm,0.5,8.24,7.74,7.5,Approved
P0000103,18/07/2023,2:23:55 pm,18/07/2023,10:40:57 pm,0.5,8.28,7.78,7.5,Approved
P0000103,19/07/2023,2:34:07 pm,19/07/2023,10:32:34 pm,0.5,7.97,7.47,7.5,Approved
P0000103,20/07/2023,2:20:28 pm,20/07/2023,10:37:15 pm,0.5,8.28,7.78,7.5,Approved
P0000103,21/07/2023,2:36:11 pm,21/07/2023,10:36:28 pm,0.5,8,7.5,7.5,Approved
P0000103,24/07/2023,2:22:40 pm,24/07/2023,10:34:05 pm,0.5,8.19,7.69,7.5,Approved
P0000103,25/07/2023,2:19:24 pm,25/07/2023,10:31:19 pm,0.5,8.2,7.7,7.5,Approved
P0000103,26/07/2023,2:32:42 pm,26/07/2023,10:36:29 pm,0.5,8.06,7.56,7.5,Approved
P0000103,27/07/2023,2:30:31 pm,27/07/2023,10:36:56 pm,0.5,8.11,7.61,7.5,Approved
